,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
log_lik[243],-0.0429445,0.000175587,0.0130187,-0.0668719,-0.0415081,-0.0242733,5497.29,1366.46,0.999316
log_lik[244],-0.0429982,0.000175964,0.0130447,-0.0667878,-0.041555,-0.0242463,5495.69,1366.07,0.999312
log_lik[245],-0.043747,0.000180573,0.0131233,-0.0673271,-0.0423375,-0.0248267,5281.79,1312.9,0.999246
log_lik[246],-0.0439344,0.000195799,0.0132651,-0.0681364,-0.0424405,-0.0252989,4589.85,1140.9,0.999244
log_lik[247],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[248],-0.0431609,0.000172953,0.0128741,-0.0666217,-0.0417445,-0.0245929,5540.87,1377.3,0.999272
log_lik[249],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[250],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[251],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[252],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[253],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[254],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[255],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[256],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[257],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[258],-0.0433883,0.000311941,0.0199701,-0.0821224,-0.0396462,-0.0180605,4098.38,1018.74,0.999773
log_lik[259],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[260],-0.046045,0.000292802,0.0168606,-0.0768012,-0.0431603,-0.0235135,3315.9,824.235,0.999488
log_lik[261],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[262],-0.0460554,0.00029279,0.0168605,-0.0767809,-0.0431452,-0.0235138,3316.12,824.291,0.999489
log_lik[263],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[264],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[265],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[266],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[267],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[268],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[269],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[270],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[271],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[272],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[273],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[274],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[275],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[276],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[277],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[278],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
log_lik[279],-0.0843109,0.000319774,0.0197659,-0.118633,-0.0825763,-0.0552913,3820.74,949.724,1.00002
